postcodes,local_total,local_ai,local_density,LQ,latitude,longitude
SW1H,3,1,0.3333333333333333,14.111011879828911,51.5085,-0.1257
TA18,3,1,0.3333333333333333,14.111011879828911,50.8835875,-2.78445
PL26,3,1,0.3333333333333333,14.111011879828911,50.34738918918919,-4.827086486486486
TQ7,3,1,0.3333333333333333,14.111011879828911,50.2787347826087,-3.7901217391304343
OX3,3,1,0.3333333333333333,14.111011879828911,51.78040000000001,-1.2171666666666667
BN43,3,1,0.3333333333333333,14.111011879828911,50.8341,-0.2743
NR7,3,1,0.3333333333333333,14.111011879828911,52.64305,1.3373
EC1N,97,31,0.31958762886597936,13.529114482722564,51.5085,-0.1257
RG12,7,2,0.2857142857142857,12.095153039853352,51.4007,-0.7635
M32,7,2,0.2857142857142857,12.095153039853352,53.45,-2.3167
PO30,7,2,0.2857142857142857,12.095153039853352,50.68416538461538,-1.3289153846153847
EH8,7,2,0.2857142857142857,12.095153039853352,55.9489,-3.1632
WD18,7,2,0.2857142857142857,12.095153039853352,51.6553,-0.396
ML1,25,7,0.28,11.853249979056288,55.80563333333333,-3.95475
SN5,11,3,0.2727272727272727,11.545373356223655,51.57998,-1.85634
W14,249,66,0.26506024096385544,11.220804627333836,51.49550000000001,-0.21798
HR9,4,1,0.25,10.583258909871684,51.908220588235295,-2.5675235294117646
TW11,4,1,0.25,10.583258909871684,51.4223,-0.3305
NN13,4,1,0.25,10.583258909871684,52.03436470588235,-1.1406117647058824
KA7,4,1,0.25,10.583258909871684,55.43328,-4.6756
KY11,4,1,0.25,10.583258909871684,56.037644444444446,-3.422588888888889
L7,4,1,0.25,10.583258909871684,53.4106,-2.9779
LE18,4,1,0.25,10.583258909871684,52.57243333333333,-1.1044333333333334
AL2,4,1,0.25,10.583258909871684,51.7206,-0.3149
M22,4,1,0.25,10.583258909871684,53.3861,-2.2599
M33,4,1,0.25,10.583258909871684,53.4252,-2.3244
RG10,4,1,0.25,10.583258909871684,51.48520769230769,-0.8407
WD6,4,1,0.25,10.583258909871684,51.650733333333335,-0.2835
NG19,4,1,0.25,10.583258909871684,53.169,-1.2205
TR7,4,1,0.25,10.583258909871684,50.41865,-5.060475
YO7,4,1,0.25,10.583258909871684,54.24004418604651,-1.344120930232558
CW12,4,1,0.25,10.583258909871684,53.17224166666667,-2.217375
EH54,4,1,0.25,10.583258909871684,55.9029,-3.5226
DL15,4,1,0.25,10.583258909871684,54.7021875,-1.730175
DE7,4,1,0.25,10.583258909871684,52.96913846153846,-1.3667846153846157
G72,4,1,0.25,10.583258909871684,55.80098,-4.12986
DN3,13,3,0.23076923076923078,9.769162070650786,53.5526,-1.0622285714285715
B40,9,2,0.2222222222222222,9.407341253219276,52.4589,-1.7235
YO1,180,37,0.20555555555555555,8.701790659227829,53.95845714285714,-1.0827857142857142
WA16,5,1,0.2,8.466607127897348,53.3064125,-2.37901875
NP10,5,1,0.2,8.466607127897348,51.5877,-2.9984
B79,10,2,0.2,8.466607127897348,52.6647125,-1.6657125
DN10,5,1,0.2,8.466607127897348,53.42369285714285,-0.9364071428571428
OX13,5,1,0.2,8.466607127897348,51.673544444444445,-1.3561166666666666
SE18,5,1,0.2,8.466607127897348,51.48716666666667,0.0740666666666666
DE11,5,1,0.2,8.466607127897348,52.7698,-1.5538777777777777
E18,5,1,0.2,8.466607127897348,51.5923,0.0225
HU9,5,1,0.2,8.466607127897348,53.7495,-0.2726
SE16,5,1,0.2,8.466607127897348,51.49742,-0.0528
SW4,5,1,0.2,8.466607127897348,51.46758,-0.1291199999999999
LS9,5,1,0.2,8.466607127897348,53.80605,-1.5135999999999998
TS6,5,1,0.2,8.466607127897348,54.56914,-1.1424
EH2,169,32,0.1893491124260355,8.015722724636541,55.9521,-3.1965
NW10,23,4,0.17391304347826086,7.362267067736824,51.53758571428572,-0.2431214285714285
NN3,6,1,0.16666666666666666,7.055505939914456,52.27582,-0.83308
ME14,6,1,0.16666666666666666,7.055505939914456,51.28348333333333,0.5566833333333333
CV34,18,3,0.16666666666666666,7.055505939914456,52.28345,-1.58235
LS7,6,1,0.16666666666666666,7.055505939914456,53.829,-1.5383
M12,6,1,0.16666666666666666,7.055505939914456,53.4442,-2.1916
BT48,6,1,0.16666666666666666,7.055505939914456,55.02711428571428,-7.280900000000001
RM1,6,1,0.16666666666666666,7.055505939914456,51.5751,0.1858
GU2,6,1,0.16666666666666666,7.055505939914456,51.24385,-0.59775
NR4,6,1,0.16666666666666666,7.055505939914456,52.61646,1.24368
TR16,6,1,0.16666666666666666,7.055505939914456,50.24101666666667,-5.224033333333334
WR9,6,1,0.16666666666666666,7.055505939914456,52.26260476190476,-2.1635809523809524
WD3,6,1,0.16666666666666666,7.055505939914456,51.65108,-0.49022
PE6,6,1,0.16666666666666666,7.055505939914456,52.66211578947368,-0.2845105263157895
WA14,13,2,0.15384615384615385,6.5127747137671905,53.38524,-2.36554
W1S,92,14,0.15217391304347827,6.441983684269721,51.5085,-0.1257
M1,536,80,0.14925373134328357,6.318363528281602,53.4809,-2.2374
WC1B,34,5,0.14705882352941177,6.22544641757158,51.5085,-0.1257
SN11,7,1,0.14285714285714285,6.047576519926676,51.44735555555556,-1.9766
LE12,7,1,0.14285714285714285,6.047576519926676,52.78191071428571,-1.1845107142857143
LS16,7,1,0.14285714285714285,6.047576519926676,53.868475,-1.5981
WV14,7,1,0.14285714285714285,6.047576519926676,52.556266666666666,-2.0771
E1W,7,1,0.14285714285714285,6.047576519926676,51.5094,-0.059
HA5,7,1,0.14285714285714285,6.047576519926676,51.592725,-0.384425
PE1,7,1,0.14285714285714285,6.047576519926676,52.58253333333334,-0.2419333333333333
B9,7,1,0.14285714285714285,6.047576519926676,52.4783,-1.8506
EH3,28,4,0.14285714285714285,6.047576519926676,55.9521,-3.1965
KT3,15,2,0.13333333333333333,5.644404751931565,51.3992,-0.2556
BR3,8,1,0.125,5.291629454935842,51.4088,-0.0253
HX1,8,1,0.125,5.291629454935842,53.7167,-1.85
NN17,8,1,0.125,5.291629454935842,52.5290625,-0.63365
MK11,8,1,0.125,5.291629454935842,52.0568,-0.8528
DY10,8,1,0.125,5.291629454935842,52.3848,-2.212788888888889
WC2B,8,1,0.125,5.291629454935842,51.5085,-0.1257
NP26,8,1,0.125,5.291629454935842,51.5866,-2.7574
NG16,8,1,0.125,5.291629454935842,53.02096153846154,-1.2902076923076924
TN4,26,3,0.11538461538461539,4.884581035325393,51.1568,0.244275
SO21,9,1,0.1111111111111111,4.703670626609638,51.08811935483871,-1.300141935483871
OX26,9,1,0.1111111111111111,4.703670626609638,51.9,-1.1536
TS18,9,1,0.1111111111111111,4.703670626609638,54.5613,-1.3243
IG11,9,1,0.1111111111111111,4.703670626609638,51.5333,0.0833
RG30,9,1,0.1111111111111111,4.703670626609638,51.4515,-1.0141
BA4,18,2,0.1111111111111111,4.703670626609638,51.14937666666666,-2.5142066666666665
M24,9,1,0.1111111111111111,4.703670626609638,53.5587,-2.2128
BS7,6769,740,0.109321908701433,4.627928257234479,51.4767,-2.5572
B11,19,2,0.10526315789473684,4.456109014682815,52.4548,-1.8596
LS11,19,2,0.10526315789473684,4.456109014682815,53.7667,-1.5667
BS6,6753,704,0.10424996297941655,4.413217398222814,51.4656,-2.599066666666667
DN15,10,1,0.1,4.233303563948674,53.63215789473684,-0.6457368421052632
SW1Y,20,2,0.1,4.233303563948674,51.5085,-0.1257
SR3,10,1,0.1,4.233303563948674,54.874233333333336,-1.4153666666666669
HP19,10,1,0.1,4.233303563948674,51.8167,-0.8146
PO6,10,1,0.1,4.233303563948674,50.8473,-1.060466666666667
BN27,10,1,0.1,4.233303563948674,50.879305263157896,0.2806947368421053
B37,10,1,0.1,4.233303563948674,52.4685,-1.7482
EC4Y,215,21,0.09767441860465116,4.134854643856844,51.5085,-0.1257
SP2,31,3,0.0967741935483871,4.096745384466458,51.094766666666665,-1.8667555555555555
WR5,21,2,0.09523809523809523,4.031717679951118,52.1651,-2.1974428571428573
LE11,21,2,0.09523809523809523,4.031717679951118,52.76669999999999,-1.2
HX5,11,1,0.09090909090909091,3.8484577854078856,53.6851,-1.8388
WC1N,11,1,0.09090909090909091,3.8484577854078856,51.5085,-0.1257
BT1,11,1,0.09090909090909091,3.8484577854078856,54.5833,-5.9333
B77,11,1,0.09090909090909091,3.8484577854078856,52.6158,-1.666383333333333
GL20,11,1,0.09090909090909091,3.8484577854078856,52.01829655172414,-2.094306896551724
SW10,33,3,0.09090909090909091,3.8484577854078856,51.4876,-0.1694
BS25,11,1,0.09090909090909091,3.8484577854078856,51.31627999999999,-2.81036
EC2R,11,1,0.09090909090909091,3.8484577854078856,51.5167,-0.0928
RG4,22,2,0.09090909090909091,3.8484577854078856,51.47844545454546,-0.9508272727272726
G1,12,1,0.08333333333333333,3.527752969957228,55.8651,-4.2576
EH12,12,1,0.08333333333333333,3.527752969957228,55.9429,-3.285
HR4,12,1,0.08333333333333333,3.527752969957228,52.10106744186046,-2.800023255813953
CH5,12,1,0.08333333333333333,3.527752969957228,53.19930000000001,-3.03614
SO14,37,3,0.08108108108108109,3.4324082950935195,50.911,-1.392
WA4,25,2,0.08,3.386642851158939,53.34801875,-2.583875
SE8,13,1,0.07692307692307693,3.2563873568835953,51.4776,-0.0261
BN41,13,1,0.07692307692307693,3.2563873568835953,50.8429,-0.2161
OX1,236,18,0.07627118644067797,3.228790853859158,51.72478,-1.275
BH15,14,1,0.07142857142857142,3.023788259963338,50.7167,-2.0
TQ2,14,1,0.07142857142857142,3.023788259963338,50.4762,-3.546
LU7,14,1,0.07142857142857142,3.023788259963338,51.89277307692308,-0.6581499999999999
WC1H,15,1,0.06666666666666667,2.8222023759657824,51.5085,-0.1257
B29,15,1,0.06666666666666667,2.8222023759657824,52.4393,-1.9402
SP4,30,2,0.06666666666666667,2.8222023759657824,51.17019285714286,-1.7557571428571428
L3,30,2,0.06666666666666667,2.8222023759657824,53.4106,-2.9779
IP33,15,1,0.06666666666666667,2.8222023759657824,52.24815,0.6889
SW1E,15,1,0.06666666666666667,2.8222023759657824,51.5085,-0.1257
EC1V,78,5,0.0641025641025641,2.713656130736329,51.5265,-0.0986
KT17,32,2,0.0625,2.645814727467921,51.34,-0.25975
PO19,16,1,0.0625,2.645814727467921,50.8373,-0.77915
G3,65,4,0.06153846153846154,2.6051098855068764,55.8651,-4.2576
N1,82,5,0.06097560975609756,2.5812826609443134,51.53669,-0.0944
CM2,33,2,0.06060606060606061,2.565638523605257,51.707462500000005,0.4896375
W6,17,1,0.058823529411764705,2.490178567028632,51.49248333333333,-0.2204
EC2A,51,3,0.058823529411764705,2.490178567028632,51.5237,-0.0877
EC3V,34,2,0.058823529411764705,2.490178567028632,51.5136,-0.0873
M3,104,6,0.057692307692307696,2.4422905176626966,53.4809,-2.2374
EC2Y,18,1,0.05555555555555555,2.351835313304819,51.5198,-0.0948
HU17,18,1,0.05555555555555555,2.351835313304819,53.86292631578947,-0.4301842105263158
SO53,18,1,0.05555555555555555,2.351835313304819,50.9846,-1.399
W2,217,12,0.055299539170506916,2.340997362552262,51.51413636363636,-0.1886454545454545
BH1,200,11,0.055,2.3283169601717706,50.7205,-1.8795
CW2,73,4,0.0547945205479452,2.3196183912047528,53.0679875,-2.4137
SO23,168,9,0.05357142857142857,2.2678411949725037,51.07606666666667,-1.3140666666666665
E2,38,2,0.05263157894736842,2.2280545073414073,51.5386,-0.055525
L24,19,1,0.05263157894736842,2.2280545073414073,53.3407,-2.841
IG10,19,1,0.05263157894736842,2.2280545073414073,51.646,0.0538
E16,1253,63,0.05027932960893855,2.1284766522646965,51.50108,0.0442
CM1,20,1,0.05,2.116651781974337,51.76435714285714,0.4079
RG21,40,2,0.05,2.116651781974337,51.2625,-1.0871
TW5,41,2,0.04878048780487805,2.0650261287554508,51.48025,-0.3946
G2,103,5,0.04854368932038835,2.055001730072172,55.8651,-4.2576
S26,21,1,0.047619047619047616,2.015858839975559,53.3529,-1.2915
NW3,43,2,0.046511627906976744,1.9689784018365926,51.5462,-0.168075
SY23,22,1,0.045454545454545456,1.9242288927039428,52.34458541666667,-3.9885
BS27,22,1,0.045454545454545456,1.9242288927039428,51.2598,-2.7549
S36,44,2,0.045454545454545456,1.9242288927039428,53.5052,-1.6161
SW1X,67,3,0.04477611940298507,1.8955090584844807,51.4973,-0.1553
GL52,45,2,0.044444444444444446,1.8814682506438551,51.93145,-2.06022
W4,23,1,0.043478260869565216,1.840566766934206,51.4927,-0.258
NP23,23,1,0.043478260869565216,1.840566766934206,51.7771,-3.2079
NG18,23,1,0.043478260869565216,1.840566766934206,53.1333,-1.2
BS21,256,11,0.04296875,1.8189976251341957,51.43066,-2.8366800000000003
BS14,2130,91,0.042723004694835684,1.8085944803724383,51.4061,-2.5627
GU1,48,2,0.041666666666666664,1.763876484978614,51.24703333333333,-0.5499999999999999
SW15,24,1,0.041666666666666664,1.763876484978614,51.45653333333333,-0.2306
BB3,73,3,0.0410958904109589,1.7397137934035645,53.7082,-2.4774333333333334
BA21,25,1,0.04,1.6933214255794695,50.9743,-2.6077
WC2N,75,3,0.04,1.6933214255794695,51.5085,-0.1257
NW1,25,1,0.04,1.6933214255794695,51.52988181818182,-0.1471818181818182
TN13,25,1,0.04,1.6933214255794695,51.28125,0.178125
M50,179,7,0.03910614525139665,1.6554818406503193,53.4767,-2.2932
DE21,26,1,0.038461538461538464,1.6281936784417976,52.95998,-1.43668
NG5,26,1,0.038461538461538464,1.6281936784417976,53.0006,-1.1315
GL50,53,2,0.03773584905660377,1.5974730429994994,51.9,-2.0833
WF1,27,1,0.037037037037037035,1.5678902088698792,53.69246666666667,-1.4771
NG1,81,3,0.037037037037037035,1.5678902088698792,52.9536,-1.1505
NG2,27,1,0.037037037037037035,1.5678902088698792,52.92915,-1.11485
PL4,54,2,0.037037037037037035,1.5678902088698792,50.3715,-4.143
WC2A,328,12,0.036585365853658534,1.548769596566588,51.5085,-0.1257
BR1,29,1,0.034482758620689655,1.4597598496374737,51.4037,0.0305
S1,15764,543,0.034445572189799545,1.4581856351332974,53.383,-1.4659
SW18,30,1,0.03333333333333333,1.4111011879828912,51.4489,-0.1971
BS24,30,1,0.03333333333333333,1.4111011879828912,51.32409,-2.91161
HP11,61,2,0.03278688524590164,1.3879683816225161,51.6242,-0.7453
KT13,31,1,0.03225806451612903,1.365581794822153,51.3722,-0.453
GU24,62,2,0.03225806451612903,1.365581794822153,51.3235,-0.6317714285714285
PR1,31,1,0.03225806451612903,1.365581794822153,53.758225,-2.7229
W1T,63,2,0.031746031746031744,1.3439058933170391,51.5085,-0.1257
BT6,32,1,0.03125,1.3229073637339606,54.5728,-5.890866666666667
SL6,32,1,0.03125,1.3229073637339606,51.524325,-0.729595
EC1A,321,10,0.03115264797507788,1.3187861569933563,51.5085,-0.1257
BN3,65,2,0.03076923076923077,1.3025549427534382,50.836725,-0.179625
BS40,135,4,0.02962962962962963,1.2543121670959034,51.3467,-2.6912
SL9,34,1,0.029411764705882353,1.245089283514316,51.597475,-0.5558
N1C,34,1,0.029411764705882353,1.245089283514316,51.5362,-0.103
LA1,69,2,0.028985507246376812,1.2270445112894708,54.0316,-2.7915
LN2,35,1,0.02857142857142857,1.2095153039853352,53.26475789473684,-0.4992684210526316
NR2,35,1,0.02857142857142857,1.2095153039853352,52.62865,1.28955
EC4M,35,1,0.02857142857142857,1.2095153039853352,51.5085,-0.1257
BA20,35,1,0.02857142857142857,1.2095153039853352,50.9416,-2.6321
BS1,69053,1943,0.028137807191577484,1.191158794658056,51.4552,-2.5966
WC2H,108,3,0.027777777777777776,1.1759176566524094,51.5085,-0.1257
KT1,36,1,0.027777777777777776,1.1759176566524094,51.4126,-0.2974
B4,191,5,0.02617801047120419,1.108194650248344,52.4814,-1.8998
NN4,40,1,0.025,1.0583258909871684,52.20812,-0.87904
BS49,40,1,0.025,1.0583258909871684,51.389,-2.8187
HG1,40,1,0.025,1.0583258909871684,53.99700000000001,-1.5357666666666667
WA1,122,3,0.02459016393442623,1.040976286216887,53.3955,-2.561
LS15,82,2,0.024390243902439025,1.0325130643777254,53.81088333333333,-1.4424166666666665
UB3,41,1,0.024390243902439025,1.0325130643777254,51.5158,-0.4234
WS9,208,5,0.02403846153846154,1.0176210490261235,52.61708,-1.91614
LE1,42,1,0.023809523809523808,1.0079294199877795,52.6386,-1.1317
